,0,1
3757,Ich rufe den Tagesordnungspunkt 22 auf:,False
3758,Unsere Entscheidung ist aber eindeutig:,False
3759,(Bohl [CDU/CSU]: Hört! Hört! — Jahn [Marburg] [SPD]:,False
3760,(Ulrich Irmer [F.D.P.]:,False
3761,(Dr. Uwe Küster [SPD]:,False
3762,Vizepräsident Westphal:,True
3763,Präsident Frau Renger:,True
3764,"(Winfried Nachtwei [BÜNDNIS 90/DIE
GRÜNEN]:",False
3765,Sieglerschmidt (SPD) :,True
3766,Vizepräsident Westphal:,True
3767,—	Drucksache 12/4571 —Überweisungsvorschlag:,False
3768,Frau Kalinke (DP):,True
3769,Dr. Klaus W. Lippold (Offenbach) (CDU/CSU):,True
3770,"Sicherheit das Allerwichtigste sei, aber es wurde auch
aus ökonomischen Interessen heraus gefragt:",False
3771,"(Beifall in der Mitte)
ein ganz klares, unbestreitbares Ja,
(Abg. Wehner:",False
3772,"Zuruf des Abg. Dr. Wolfgang Freiherr von
Stetten [CDU/CSU] — Gegenruf des Abg.
Dr. Jürgen Rüttgers [CDU/CSU]:",False
3773,(Abg. Arnholz:,False
3774,"(Frau Blunck [SPD]: Auch mit Zahlen! —
Carstensen [Nordstrand] [CDU/CSU]:",False
3775,Frau Dr. Dr. h. c. Lüders (FDP):,True
3776,(Steffen Kampeter [CDU/CSU]:,False
3777,"(Beifall bei den GRÜNEN — Carstensen
[Nordstrand] [CDU/CSU]:",False
3778,"(Dr. Stark [Nürtingen] [CDU/CSU]: Hört!
Hört! — Lutz [SPD]:",False
3779,(Hans-Peter Repnik [CDU/CSU]:,False
3780,(Monika Ganseforth [SPD]:,False
3781,"
Frau Hinz, bei allem Respekt – ich habe Ihnen sieben
Minuten zugehört, habe das nicht ganz so gern getan,
aber sei’s drum –:",False
3782,"Dr. Blüm, Bundesminister für Arbeit und Sozialordnung:",True
3783,Dr. Michael Meister (CDU/CSU):,True
3784,Sechstens und letztens:,False
3785,"(Beifall der Abg. Hiltrud Lotze [SPD] und
Michael Donth [CDU/CSU] – Jörn
Wunderlich [DIE LINKE]:",False
3786,"(Beifall bei der CDU/CSU und der FDP —
Oh-Rufe bei den GRÜNEN — Dr. Spöri
[SPD]:",False
3787,Frau Hürland (CDU/CSU):,True
3788,Hinsken (CDU/CSU):,True
3789,Vizepräsident Wurbs:,True
3790,"(Beifall bei der CDU/CSU - Widerspruch
beim BÜNDNIS 90/DIE GRÜNEN - Christa
Nickels [BÜNDNIS 90/DIE GRÜNEN]:",False
3791,"(Beifall bei der CDU/CSU – Renate Künast
[BÜNDNIS 90/DIE GRÜNEN]:",False
3792,"sie hat gerade begonnen. Es zeigt sich auch mit Blick auf
ein paar Kollegen der CSU:",False
3793,Herrn Fuchs möchte ich Folgendes sagen:,False
3794,"(Vizepräsident Dr. Schmid)
— Verzeihung, das Wort hat Frau Abgeordnete Kalinke!
(Abg. Frau Kalinke:",False
3795,(Wilhelm Schmidt [Salzgitter] [SPD]:,False
3796,Präsident Dr. Norbert Lammert:,True
3797,"(Lachen und Zurufe von der SPD.) Nun, ich führe ein solches Amt.
(Zuruf von der SPD:",False
3798,Christine Scheel (BÜNDNIS 90/DIE GRÜNEN):,True
3799,"
Es zeigt sich aber auch, wo es noch gravierende Defi-
zite gibt. Deshalb sage ich auch – wir sollten das nicht
ausblenden –:",False
3800,"Das konnte die Union, diese große Volkspartei, gestern auf der Fraktionssitzung von den eigenen Leuten hören.
Die Blockade sieht so aus:",False
3801,Nächste Rednerin:,False
3802,"(Beifall bei der CDU/CSU und der F.D.P.)
Deswegen sage ich noch einmal:",False
3803,"(Beifall bei der SPD)
Herr Präsident, meine Damen und Herren, ich zitiere den Herrn Bundesfinanzminister:",False
3804,Weitere wirtschaftliche Förderungsmaßnahmen von besonderer Bedeutung sind:,False
3805,Vizepräsident Frau Renger:,True
3806,"Auhagen
den Arbeitslosenzahlen und läßt Schlimmes erahnen, wenn der unvermeidliche Konjunkturabschwung kommen wird.
(Kolb [CDU/CSU]:",False
3807,"(Matthias Gastel [BÜNDNIS 90/DIE GRÜ-
NEN]:",False
3808,Ina Lenke (FDP):,True
3809,"Ich will zunächst einmal feststellen, daß es im Verwaltungsrat bisher keine Diskussion gegeben hat.
(Dr. Feldmann [FDP]:",False
3810,Frau Dr. Heuser (FDP) :,True
3811,Dr. Hupka (CDU/CSU) :,True
3812,(Dagmar Ziegler [SPD]:,False
3813,Dr. Volker Ullrich (CDU/CSU):,True
3814,Vizepräsident Dr. Schmitt-Vockenhausen:,True
3815,(Birgit Wöllert [DIE LINKE]:,False
3816,"Dr. Schneider, Bundesminister für Raumordnung, Bauwesen und Städtebau:",True
3817,Vizepräsident Frau Renger:,True
3818,Präsident Frau Renger:,True
3819,"Ministerien nicht eingeschaltet, würden Sie heute sagen:",False
3820,"(Zuruf von der SPD: Sehr schön!)
Weiter, Herr Dr. Stoltenberg:",False
3821,"Denn die Bundesregierung betrachtet sich hier als im Worte stehend,
(Zuruf von der SPD:",False
3822,(Horst Jungmann [Wittmoldt] [SPD]:,False
3823,(Stücklen [CDU/CSU] :,False
3824,(Dr. George [CDU/CSU]:,False
3825,(Kühbacher [SPD]:,False
3826,"Nach vielen parlamentarischen Beratungen und wech-
selnden Regierungskoalitionen können wir heute sagen:",False
3827,Dr. Schellenberg (SPD):,True
3828,"Dr. Dr. Heinemann, Bundesminister der Justiz:",True
3829,Präsident Frau Renger:,True
3830,Lampersbach (CDU/CSU):,True
3831,"Johannes Singhammer
Ich füge an dieser Stelle hinzu:",False
3832,Peter Hettlich (BÜNDNIS 90/DIE GRÜNEN):,True
3833,Vizepräsident Dr. Schäfer:,True
3834,Frau Dr. Dr. h. c. Lüders (FDP):,True
3835,"eigentlich zusteht. Aber ich bin nicht bereit, wie es zwi-
schendurch von den Grünen gefordert wurde, zu sagen:",False
3836,"(Matthias Gastel [BÜNDNIS 90/DIE GRÜ-
NEN]:",False
3837,"Präsident D. Dr. Gerstenmaier
Ich rufe auf § 343. Hierzu liegt ein Änderungsantrag auf Umdruck 637 vor.
(Abg. Dr. Reischl:",False
3838,(Zuruf von der SPD:,False
3839,"(Oliver Krischer [BÜNDNIS 90/DIE GRÜ-
NEN]:",False
3840,Präsident Dr. Barzel:,True
3841,Vizepräsident Frau Renger:,True
3842,"Genau hier liegt die wichtigste Strukturveränderung
in diesem Gesetzentwurf:",False
3843,(Ludwig Stiegler [SPD]:,False
3844,Präsident Stücklen:,True
3845,(Immer [Altenkirchen] [SPD]:,False
3846,(Voigt [Frankfurt] [SPD]:,False
3847,Das erste:,False
3848,"schaft wuchern kann und wuchern muss. Sie muss sich
nur über Folgendes im Klaren sein:",False
3849,(Clemens [CDU/CSU]:,False
3850,Präsident von Hassel:,True
3851,Jetzt habe ich eine Frage:,False
3852,"nichts mehr zu holen! Das hat heute im Laufe des
Tages ein CDU-Mann gesagt. Also habe ich recht,
(Abg. Strauss:",False
3853,"(Beifall bei der CDU/CSU — Stratmann
[GRÜNE]:",False
3854,"staatlichen Stellen, erhebliche empirische Erfahrungen
gewonnen. Der Zugewinn an Erkenntnissen ist beträcht-
lich:",False
3855,Tagesordnungspunkt 6 f:,False
3856,Lieselott Blunck (Uetersen) (SPD):,True
3857,Vizepräsident Dr. h. c. Leber:,True
3858,"Frau Dr. Hamm-Brücher, Staatsminister:",True
3859,(Zurufe von der SPD:,False
3860,— Pfeffermann [CDU/CSU]:,False
3861,"(Lachen und Zurufe von der CDU/CSU.)
— Nein, ich meine jetzt:",False
3862,Vizepräsident Frau Renger:,True
3863,Vizepräsidentin Petra Bläss:,True
3864,Vizepräsident Frau Renger:,True
3865,Nächster Punkt:,False
3866,"Gudrun Kopp, Parl. Staatssekretärin beim Bundes-
minister für wirtschaftliche Zusammenarbeit und Ent-
wicklung:",True
3867,(Dr. Daniels [Regensburg] [GRÜNE]:,False
3868,(Frau Berger [Berlin] [CDU/CSU] :,False
3869,"Pfeifer, Parl. Staatssekretär:",True
3870,"Dr. de With, Parl. Staatssekretär beim Bundesminister der Justiz:",True
3871,"(Sehr gut! bei der SDP)
Ich kann auch hier nur sagen:",False
3872,(Dr. Schäuble [CDU/CSU]:,False
3873,(Dr. Alfred Dregger [CDU/CSU]:,False
3874,"men, Sie an die Worte Ihres Fraktionsvorsitzenden aus
der Plenardebatte vom Februar 2013 zu erinnern. Ich zi-
tiere Thomas Oppermann:",False
3875,(Joachim Poß [SPD]:,False
3876,"Wenn Sie dies insgesamt betrachten, dann müssen Sie erkennen, daß wir hier eine andere Regelung vorgeschlagen haben. Wir haben gesagt:",False
3877,"Dr. Helge Braun, Parl. Staatssekretär bei der Bun-
desministerin für Bildung und Forschung:",True
3878,(Abg. Dr. h. c. Dr.-Ing. e. h. Möller:,False
3879,"(Renate Künast [BÜNDNIS 90/DIE GRÜ-
NEN]: Ja! – Hans-Michael Goldmann
[FDP]:",False
3880,Vizepräsident Westphal:,True
3881,"(Heiterkeit und Beifall bei der SPD)
Ich sage Ihnen voraus:",False
3882,"Strauß, Bundesminister für Verteidigung:",True
3883,"(Dr. Wolfgang Freiherr von Stetten [CDU/
CSU]:",False
3884,Vizepräsidentin Ulla Schmidt:,True
3885,(Dr. George [CDU/CSU]:,False
3886,Frau Korspeter (SPD):,True
3887,"
Lassen Sie mich noch zu ein paar weiteren Punkten
kommen. Das Verabreichen von Antibiotika muss man
sehr differenziert beurteilen:",False
3888,"scherer und meist in schamloser Weise von den Medien
für machtpolitische Kampagnen nach dem Motto:",False
3889,"Frau Präsidentin! Liebe Kolleginnen und Kollegen!
Zunächst die gute Nachricht:",False
3890,"Genscher, Bundesminister:",True
3891,Vizepräsident Frau Dr. Probst:,True
3892,"so viele Menschen die Ghettorente bekommen. Ich
glaube, es ist deshalb wichtig, hier noch einmal festzu-
halten:",False
3893,"richtung angehen. Ich darf, mit Ihrem Einverständnis,
Herr Präsident, aus diesem Jahreswirtschaftsbericht zi-
tieren:",False
3894,"Franke, Bundesminister für innerdeutsche Beziehungen:",True
3895,Vizepräsident Dr. Dehler:,True
3896,"(Zustimmung bei der SPD.)
Es wäre vielleicht in den Jahren 1945 und 1946 notwendig gewesen,
(Frau Abg. Kalinke:",False
3897,Marktwirtschaft. Dazu gehört beides:,False
3898,besser machen? — Abg. Samwer:,False
3899,(Fellner [CDU/CSU]:,False
3900,"(Beifall bei der CDU/CSU und der F.D.P. -
Jörg Tauss [SPD]:",False
3901,"(Zuruf des Abg. Gattermann [FDP]) Aber auf diesem Gebiet haben Sie völlig versagt.
(Beifall bei der SPD — Dr. Schwörer [CDU/
CSU]:",False
3902,"Frau Staatsse-
kretärin, hat der Minister bei der Einbestellung – ich be-
tone:",False
3903,"
Die bayerische Wirtschaft und der DIHK sind er-
staunt, wie Sie die Energiewende in Bayern umsetzen
wollen:",False
3904,"sächlich eine Jahresendfigur mit Flügeln. Sie müssen
sich vorstellen:",False
3905,Danke schön. – Trotzdem meine Nachfrage:,False
3906,(Zurufe von der CDU/CSU:,False
3907,"(Dr. Tobias Lindner [BÜNDNIS 90/DIE GRÜ-
NEN]:",False
3908,Schmitz (Baesweiler) (CDU/CSU):,True
3909,(Mann [GRÜNE]:,False
3910,"Dr. Stoltenberg, Bundesminister für wissenschaftliche Forschung:",True
3911,"Jahn, Bundesminister der Justiz:",True
3912,"Keine Hermes-Bürgschaften für den Weiterbau des AKW Mochovce
- Drucksache 13/5142 -
Überweisungsvorschlag:",False
3913,"— Was die Staatsanwaltschaften und Untersuchungsbehörden tun, um Zeugen zu honorieren, liegt ganz außerhalb meines Bereichs. Jedenfalls:",False
3914,Präsident D. Dr. Gerstenmaier:,True
3915,"(Haase [Kassel] [CDU/CSU]: Neue Heimat
Übersee! — Gerster [Mainz] [CDU/CSU]:",False
3916,(Brigitte Adler [SPD]:,False
3917,Präsident Dr. Norbert Lammert:,True
3918,"Vizepräsident Hans Klein
Ich rufe Punkt 10 der Tagesordnung auf:",False
3919,Vizepräsidentin Renger:,True
3920,"der FDP — Widerspruch bei der SPD)
—	Aber Sie wissen doch, daß es so ist. (Freimut Duve [SPD]:",False
3921,(Castensen [Nordstrand] [CDU/CSU]:,False
3922,(Hoffmann [Saarbrücken] [SPD]:,False
3923,"bei der Unterstützung der gemeinsamen Reaktion auf
terroristische Angriffe gegen die USA, Drucksache 16/26,
bekannt:",False
3924,"Dr. Conring (CDU/CSU), Berichterstatter:",True
3925,"übergreifend Konsens, aber nicht parteiübergreifend
Realität. Die Realität lautet:",False
3926,"Sie nicht in den Himmel! — Gegenruf des
Abg. Kiesinger:",False
3927,"einmal einen Vorschlag gemacht?)
völlig unverbindlich — ich zitiere diese Antwort;
lassen Sie sie sich bitte auf der Zunge zergehen —:",False
3928,Präsident D. Dr. Gerstenmaier:,True
3929,Ich rufe auf die Fragen VII/3 und VII/4 — des Herrn Abgeordneten Dr. Müller-Emmert —:,False
3930,Dr. Stecker (CDU/CSU) :,True
3931,"Bezug: Beschluß des Deutschen Bundestages vom 12. Juni 1969
— Drucksache VI/3200 —
zuständig:",False
3932,Nehmen Sie doch nur die letzte Pressekonferenz von Herrn Jagoda. Er sagt klipp und klar:,False
3933,(Christian Lange [Backnang] [SPD]:,False
3934,(Zurufe von der LINKEN:,False
3935,Vizepräsident Dr. Schmitt-Vockenhausen:,True
3936,"(Winfried Nachtwei [BÜNDNIS 90/DIE
GRÜNEN]:",False
3937,(Dr. Burkhard Hirsch [FDP]:,False
3938,Schmid [Frankfurt] :,False
3939,"Herr Kollege Pieroth, keine Zusatzfrage? — Danke.
Ich rufe nunmehr die Fragen 75 und 76 des Kollegen Dr. Gleissner auf:",False
3940,"lerdings, dass im zitierten Absatz von den Wissenschaft-
lern eindeutig klargestellt wird:",False
3941,Franz-Josef Holzenkamp (CDU/CSU):,True
3942,"(Heiterkeit bei der CDU/CSU und der F.D.P.
- Bundesminister Dr. Theodor Waigel:",False
3943,"Da ich auch nach den außenpolitischen Auswirkungen gefragt habe, ergänze ich meine Frage dahin, Herr Staatssekretär:",False
3944,(Beifall bei der SPD .— Abg. Dr. Besold:,False
3945,(Friedrich Merz [CDU/CSU]:,False
3946,Dr. Jahn (Braunschweig) (CDU/CSU) :,True
3947,"(Beifall bei der SPD — Zuruf von der CDU/
CSU)
—	Was ist da?
(Zuruf von der CDU/CSU:",False
3948,Vizepräsidentin Ulla Schmidt:,True
3949,Gattermann (FDP):,True
3950,"Bevor an einen Rückzug fremder Truppen aus Deutschland gedacht werden kann, muß dieses eine sichergestellt sein:",False
3951,"Minister gefordert worden. Vielleicht wird es Sie daher
überraschen, dass ich sage:",False
3952,"(Zurufe von der Mitte: Na also!)
—	Hören Sie zu! In diesem Fall könnte der Friedensvertrag also auch hier keine Bedingung bringen:",False
3953,Die zweite Lehre:,False
3954,Vizepräsidentin Petra Bläss:,True
3955,Ich rufe auf Punkt 5 der Tagesordnung:,False
3956,(Bartholomäus Kalb [CDU/CSU]:,False
3957,"— Lieber Kollege Lutz, ich weiß doch, wie Wahrheiten weh tun, und deswegen erlaube ich mir, Ihnen ein Zitat zu geben:",False
3958,"und die Bewertungsansätze sind nicht falsch. Das gilt
aber nicht für das Ausmaß der vorgeschlagenen Kürzun-
gen:",False
3959,"(Angelika Beer [BÜNDNIS 90/DIE GRÜ-
NEN]:",False
3960,Vizepräsident Dr. Jaeger:,True
3961,"rer elementaren Rechte geht, darf sich niemand ins
föderale Unterholz schlagen. Deshalb bekräftige ich un-
sere Forderung:",False
3962,"Föderalismus heißt auf kulturellem Gebiet aber aus gutem Grund Zuständigkeit der Länder und Kommunen.
(Hans-Gerd Strube [CDU/CSU]:",False
3963,"Unternehmen nicht die Kraft haben, es zum Welterfolg
zu bringen. Wir müssen uns die Frage stellen:",False
3964,(Dr. Mertes [Gerolstein] [CDU/CSU] :,False
3965,Dr. Laufs (CDU/CSU):,True
3966,"Ich werfe Ihnen auch nicht vor, dass Sie kein Herz für
den Sport hätten. Im Gegenteil:",False
3967,"(Zuruf des Abg. Tatge [GRÜNE])
Das heißt für uns:",False
3968,"dass sich die Oppositionsarbeit auch der Größe der je-
weiligen Fraktion angepasst hat:",False
3969,"Genscher, Bundesminister:",True
3970,Herbert Behrens (DIE LINKE):,True
3971,"(Heiterkeit bei Abgeordneten der CDU/
CSU)
der sozialdemokratischen Opposition, hat im Deutschlandfunk am 1. Mai 1983 gesagt:",False
3972,"Hopf, Staatssekretär im Bundesministerium der Verteidigung:",True
3973,(Abg. Frau Dr. h. c. Weber [Essen] :,False
3974,"möchte diesen Punkt ebenfalls ansprechen, weil oft et-
was vermengt wird, was nichts miteinander zu tun hat:",False
3975,Vizepräsident Dieter-Julius Cronenberg:,True
3976,"von Schoeler, Parl. Staatssekretär:",True
3977,"(Beifall beim BÜNDNIS 90/DIE GRÜNEN
und bei der SPD – Otto Fricke [FDP]:",False
3978,(Zuruf rechts:,False
3979,"(D)(B)
(Christine Buchholz [DIE LINKE]:",False
3980,"warum habt ihr gar nichts getan? 13 Jahre
lang!)
Der BDI, Herr Bundeskanzler, wird wohl gerufen haben:",False
3981,Vizepräsident Dr. Jaeger:,True
3982,"Interessant in diesem Zusammenhang ist auch das
Wahlprogramm der CDU/CSU. Dort steht nichts ande-
res:",False
3983,"
Herr Professor Dr. Wolf Lepenies vom Wissenschafts-
kolleg Berlin erklärte bereits im September vergangenen
Jahres:",False
3984,"
Egal welche Bildungsstudie oder welchen Bildungs-
bericht wir diskutieren, die Botschaft ist immer dieselbe:",False
3985,Cramer (SPD):,True
3986,(Dr. Eyrich [CDU/CSU] :,False
3987,"Zulassung von Pestiziden folgenden Anforderungen stel-
len, und zwar in der Reihenfolge, in der ich sie vortrage:",False
3988,"sind besonders durch die ländlichen Räume geprägt; das
sind unsere Urlaubsregionen:",False
3989,(Abg. Seuffert:,False
3990,"Dr. Bangemann, Bundesminister für Wirtschaft:",True
3991,Herbert Behrens (DIE LINKE):,True
3992,(Frau Fuchs [Köln] [SPD]:,False
3993,"(Beifall bei der SPD)
Nein, meine Damen und Herren, ich stelle fest:",False
3994,Dr.-Ing. Kansy (CDU/CSU):,True
3995,Vizepräsident Westphal:,True
3996,"nicht j a gesagt, Ihr habt immer nein gesagt!)
Dies haben meine Kollegen deutlich gemacht.
Ich will das klarmachen:",False
3997,Vizepräsident Dr. Hermann Otto Solms:,True
3998,(Jörg Tauss [SPD]:,False
3999,Sellin (GRÜNE):,True
4000,"Ich habe nun nicht erwartet, daß Herr Abgeordneter Schellenberg uns eine günstige Kritik über diese Pläne geben würde.
(Abg. Horn:",False
4001,"Angelika Mertens, Parl. Staatssekretärin beim Bun-
desminister für Verkehr, Bau- und Wohnungswesen:",True
4002,Vizepräsident Johannes Singhammer:,True
4003,(Zuruf von der CDU/CSU:,False
4004,"(Oliver Krischer [BÜNDNIS 90/DIE GRÜ-
NEN]:",False
4005,(Abg. Blachstein:,False
4006,Trotzdem will ich sagen:,False
4007,"Herold, Parl. Staatssekretär beim Bundesminister für innerdeutsche Beziehungen:",True
4008,Präsident Carstens:,True
4009,"Die Studie an sich weist also mehrere Schwierigkei-
ten auf:",False
4010,Pensky (SPD) :,True
4011,Vizepräsident Dr. Dehler:,True
4012,Vizepräsidentin Renger:,True
4013,Da kann ich Ihnen also nur sagen:,False
4014,"Maastrichter Vertrag 1991 keine konkrete Vorstel-
lung über die wirtschaftspolitische Problemkonstel-
lation von heute gemacht habe:",False
4015,"Hier gibt es zwei Ebenen, die im Antrag betroffen
sein könnten:",False
4016,"nach Freiburg eingeladen!)
— Auch die Einladung des Haushaltsausschusses nach Freiburg steht.
(Karl Deres [CDU/CSU]:",False
4017,"(Beifall bei der F.D.P. und der CDU/CSU
sowie des Abg. Dr. Uwe Jens [SPD] —
Dr. Elke Leonhard-Schmid [SPD]:",False
4018,"(Beifall beim BÜNDNIS 90/DIE GRÜNEN
und bei der SPD – Steffen Kampeter [CDU/
CSU]:",False
4019,"(Beifall bei der CDU/CSU – Matthias Gastel
[BÜNDNIS 90/DIE GRÜNEN]:",False
4020,(Abg. Blachstein:,False
4021,"sogar komplett. Gerade wegen der Brisanz der anstehen-
den Veränderungen gilt umso mehr:",False
4022,"(Özcan Mutlu [BÜNDNIS 90/DIE GRÜ-
NEN]:",False
4023,"(Ulle Schauws [BÜNDNIS 90/DIE GRÜ-
NEN]:",False
4024,"Ich frage Sie, Frau Schmidt:",False
4025,Dr. Hammans (CDU/CSU) :,True
4026,"Lahnstein, Staatssekretär, Chef des Bundeskanzleramtes:",True
4027,(Dietrich Austermann [CDU/CSU]:,False
4028,Lassen Sie uns endlich beginnen:,False
4029,(Abg. Strauss:,False
4030,Peiter (SPD) :,True
4031,"Die Zahlen sind genannt worden, aber die Wiederho-
lung des Bedeutsamen hilft der Wahrnehmung:",False
4032,Aber klar ist:,False
4033,"sagen!)
— Sie nicken. Ich bedaure Sie.
(Beifall bei der SPD)
Lassen Sie mich noch einen Satz hinzufügen:",False
4034,(Abg. Höfler:,False
4035,Vizepräsident Peter Hintze:,True
4036,(Zuruf von der SPD:,False
4037,"lich sehr gute Grundlagen gelegt haben. Sie können auf
vieles zurückgreifen. Aber eines ist auch klar:",False
4038,Dr. Wilhelmi (CDU/CSU) :,True
4039,"die gesetzgeberische Vorlage, die Sie ermächtigt, diesen
Betrag hier im Haushalt zu veranschlagen? Ein zweites
Beispiel:",False
4040,Ich will deutlich sagen:,False
4041,(Zuruf von SPD:,False
4042,"(Beifall bei der FDP)
Wir stimmen, meine Damen und Herren, mit dem Bundeskanzler überein:",False
4043,Präsident D. Dr. Gerstenmaier:,True
4044,"tungsübernahme für das, was passiert ist! – Ge-
genruf von der CDU/CSU:",False
4045,(Georg Pfannenstein [SPD]:,False
4046,Gontrum (CDU/CSU) :,True
4047,"(Beifall bei der SPD und dem BÜNDNIS 90/
DIE GRÜNEN – Gudrun Kopp [F.D.P.]:",False
4048,Daweke (CDU/CSU):,True
4049,"
Mein Vorschlag ist, dass Sie wirklich einmal darüber
nachdenken:",False
4050,"(Beifall beim BÜNDNIS 90/DIE GRÜNEN
sowie bei Abgeordneten der CDU/CSU und
der SPD – Dr. Diether Dehm [DIE LINKE]:",False
4051,"(Beifall bei der SPD und dem BÜNDNIS 90/
DIE GRÜNEN – Kurt J. Rossmanith [CDU/
CSU]:",False
4052,"von Schoeler, Parl. Staatssekretär:",True
4053,Dr. Aschoff (FDP) :,True
4054,Vizepräsidentin Renger:,True
4055,(Abg. Kiesinger:,False
4056,Tagesordnungspunkt 24 a:,False
4057,(Schäfer [Offenburg] [SPD]:,False
4058,"Leber, Bundesminister für Verkehr:",True
4059,(Patrick Döring [FDP]:,False
4060,Vizepräsidentin Petra Pau:,True
4061,(Ernst Burgbacher [F.D.P.]:,False
4062,(Dr. Otto Graf Lambsdorff [FDP]:,False
4063,Vizepräsident Dr. Schmitt-Vockenhausen:,True
4064,Frau Traupe (SPD):,True
4065,"Renate Blank
Ich betone ganz deutlich:",False
4066,"(Beifall bei der SPD — Dr. Freiherr Spies
von Büllesheim [CDU/CSU]:",False
4067,(Stefan Liebich [DIE LINKE]:,False
4068,Zu den Arztpraxen nur noch ein konkretes Beispiel:,False
4069,Minister Dr. Hirsch (Nordrhein-Westfalen) :,True
4070,(Max Straubinger [CDU/CSU]:,False
4071,Resultat:,False
4072,Zu der zweiten Frage meine ich:,False
4073,"(Dr. Freiherr Spies von Büllesheim [CDU/
CSU]: Was heißt hier „Übergang""? — Haase
[Kassel] [CDU/CSU]:",False
4074,Präsidentin Dr. Süssmuth:,True
4075,Vizepräsident Westphal:,True
4076,"verkehrte Seite! — Dr. Freiherr Spies von
Büllesheim [CDU/CSU]:",False
4077,"Kurt Bodewig, Bundesminister für Verkehr, Bau- und
Wohnungswesen:",True
4078,Hoffmann (Saarbrücken) (SPD):,True
4079,(Dr. Maria Böhmer [CDU/CSU]:,False
4080,"Stockhausen [CDU/CSU])
nach zehn Jahren Albrecht-Regierung stehen. Nach zehn Jahren Albrecht-Regierung!
(Austermann [CDU/CSU]:",False
4081,(Steffen Kampeter [CDU/CSU]:,False
4082,"Grüner, Parl. Staatssekretär beim Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit:",True
4083,(Ulla Burchardt [SPD]:,False
4084,"(Austermann [CDU/CSU]: Sie sollten an den
Bundesparteitag von Hagen denken! Aussteiger aus der Gesellschaft! — Feilcke [CDU/
CSU]:",False
4085,"halt belasten. Dies kann nicht im Sinne einer ausgewo-
genen Haushaltskonsolidierung sein. Im Gegenteil:",False
4086,Die zweite Bemerkung:,False
4087,Sellin (GRÜNE):,True
4088,(Abg. Kiesinger:,False
4089,(Ulrich Lange [CDU/CSU]:,False
4090,Dr. Hupka (CDU/CSU) :,True
4091,"(Oliver Krischer [BÜNDNIS 90/DIE GRÜ-
NEN]:",False
4092,"Was hat das denn mit 1969 zu tun? Deshalb brauche ich den Kollegen Ehmke gar nicht zu fragen.
(Dr.-Ing. Kansy [CDU/CSU]:",False
4093,Vizepräsident Dr. Hermann Otto Solms:,True
4094,Vizepräsident Dr. Schmitt-Vockenhausen:,True
4095,(Daniela Raab [CDU/CSU]:,False
4096,"Meine Damen und Herren, die Geschichte ist über sie hinweggegangen.
(Norbert Gansel [SPD]:",False
4097,Jäger (Wangen) (CDU/CSU):,True
4098,Lutz (SPD):,True
4099,"Meine Damen und Herren, die erste Begründung für den Zeittakt lautete — ich zitiere —:",False
4100,"Hermsdorf, Parlamentarischer Staatssekretär beim Bundesminister für Wirtschaft und Finanzen:",True
4101,"Man mag sehr wohl mit vielen Gründen darüber streiten, ob diese oder jene Entscheidung in der EG richtig gewesen wäre. Eines ist sicher:",False
4102,Vizepräsident Westphal:,True
4103,Jahn (Marburg) (SPD):,True
4104,(von Hammerstein [CDU/CSU]:,False
4105,Peter Conradi (SPD):,True
4106,"— Drucksache V/2606 —
zuständig:",False
4107,Und wenn man schon über diese Subventionen redet:,False
4108,Vizepräsident Dr. Schmitt-Vockenhausen:,True
4109,"– Drucksachen 14/3096, 14/3298, 14/3713 –
Berichterstattung:",False
4110,"(Beifall bei der SPD und der FDP)
Sie können dies auch auf die Universität übertragen. Auch dort wird Ihnen jeder sagen:",False
4111,Vizepräsident Dieter-Julius Cronenberg:,True
4112,"—	Drucksache 9/2050 —
Überweisungsvorschlag des Ältestenrates:",False
4113,"Anja Hajduk
CSU]:",False
4114,"mokratie wird aber durch Wählerstimmen entschieden.
Da hilft es überhaupt nicht, zu sagen:",False
4115,Vizepräsident Dr. Schmitt-Vockenhausen:,True
4116,"Baum, Parl. Staatssekretär beim Bundesminister des Innern:",True
4117,(Joachim Poß [SPD]:,False
4118,"Bundesministerin Edelgard Bulmahn
Ich möchte an dieser Stelle noch einmal unterstrei-
chen:",False
4119,Vizepräsident Dr. h. c. Wolfgang Thierse:,True
4120,Vizepräsident Wurbs:,True
4121,"(Beifall bei der SPD — Dr. Stavenhagen
[CDU/CSU]:",False
4122,"Vizepräsidentin Katrin Göring-Eckardt
Tagesordnungspunkt 40 o:",False
4123,"(Lachen bei der CDU/CSU und der F.D.P.
und bei Bundesminister Dr. Theodor Waigel
- Dr. Peter Struck [SPD]:",False
4124,"Drucksache 18/466
Überweisungsvorschlag:",False
4125,"Insofern, denke ich, kann man ohne jede Selbstgefälligkeit, aber doch mit einer gewissen Genugtuung sagen:",False
4126,Vizepräsidentin Petra Pau:,True
4127,(Clemens [CDU/CSU]:,False
4128,Dr. Aschoff (FDP) :,True
4129,"(Franziska Eichstädt-Bohlig [BÜNDNIS 90/
DIE GRÜNEN]:",False
4130,(Carl-Ludwig Thiele [FDP]:,False
4131,(Hans-Eberhard Urbaniak [SPD]:,False
4132,"– Drucksache 17/14079 –
Überweisungsvorschlag:",False
